	param_regressor__regressor__alpha	param_regressor__regressor__l1_ratio	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
106	0.01796580988220415	0.056721621004807446	-151.6858692921963	-4973.622727567325	-27.085449695581655	-1408.5693399414063	-34.64140709808049	-1319.120958718918	1899.7648462140517	74
107	0.0013094002439743957	0.8330394668921454	-225.92265782860406	-13154.78677820632	-25.98443495771454	-559.3982790003812	-34.9626292566293	-2800.2109558499296	5180.89515917733	82
108	0.2622836758598444	0.07592455888123874	-47.800238331647975	-3111.822207216147	-76.19969053142067	-92.89140649587652	-37.40436978593086	-673.2235824722047	1219.459441329767	30
109	0.1771857962826127	0.0035932382001069786	-67.29900155860075	-3123.7077821169914	-28.774463932974687	-131.23518549449594	-36.21933521065137	-677.4471536627428	1223.6640648127072	42
110	0.008107487136334232	0.005344493805053174	-119.76885063320205	-3111.8146025568853	-290192724.0494708	-280.7320600834028	-46.70909656518396	-58039256.614816114	116076733.72302361	98
111	0.057659868605298835	0.0018685693509252047	-85.41847607668157	-3402.808981021065	-32.42196118631284	-293.0316775142874	-35.79949171588656	-769.8961175028467	1319.9170784442645	61
112	0.44243460729674877	0.023210005284326412	-46.95967995105082	-3111.776534545037	-47.99974037861559	-93.28096793919168	-37.238902937588286	-667.4511651502967	1222.3170761412002	17
113	0.02061026601756714	0.0020386495902317307	-139.17620019555125	-7468.828165790048	-4779.4371468077425	-209.0243190359755	-34.97158775799422	-2526.287483917463	3058.759733813494	80
114	0.10552919400655895	0.2590019082171417	-49.85976502824485	-3111.973583964132	-88.9775731528362	-92.95558379628878	-37.58956018563194	-676.2712132254268	1218.0412586107507	37
115	0.07241755842025249	0.005187922446028442	-82.09649280450891	-3251.9566266008196	-28.693895644414283	-212.92568662654125	-35.67843872584768	-722.2702280804264	1266.5720636607755	57
116	0.2090851956345935	0.0026938435822354517	-64.2444131135498	-3118.7646732749427	-28.65254697900109	-125.62597718645492	-36.31593902909087	-674.7207099166078	1222.4976034293243	35
117	0.2779552607186813	0.05194508859549886	-48.97746161014794	-3111.8184677873755	-55.51045065480813	-92.98399464576285	-37.089348791149185	-669.2759446978488	1221.4143089581264	23
118	0.007159413742846888	0.03282807897245643	-101.16223641453138	-3159.9782829686933	-10837408.374117915	-179.4863127463229	-35.025522609041566	-2168176.8052945305	4334615.946112269	89
119	0.07207415295014451	0.005806789585351747	-82.83901110364782	-3250.215511892307	-28.391556110244636	-206.58956691911385	-35.85602488920895	-720.7783341829045	1266.3275346060855	56
